,Detected
8596,0
8597,0
8598,1
8599,1
8600,1
8601,1
8602,1
8603,0
8604,1
8605,0
8606,1
8607,1
8608,1
8609,1
8610,1
8611,1
8612,1
8613,1
8614,1
8615,1
8616,1
8617,1
8618,1
8619,1
8620,0
8621,1
8622,1
8623,0
8624,1
8625,0
8626,1
8627,1
8628,0
8629,0
8630,1
8631,0
8632,1
8633,0
8634,0
8635,0
8636,1
8637,0
8638,1
8639,0
8640,1
8641,1
8642,0
8643,0
8644,0
8645,0
8646,1
8647,1
8648,1
8649,1
8650,1
8651,1
8652,1
8653,1
8654,1
8655,1
8656,1
8657,1
8658,1
8659,0
8660,1
8661,1
8662,1
8663,1
8664,1
8665,1
8666,0
8667,1
8668,1
8669,0
8670,1
8671,0
8672,0
8673,0
8674,0
8675,0
8676,0
8677,1
8678,0
8679,1
8680,1
8681,1
8682,1
8683,1
8684,1
8685,1
8686,1
8687,1
8688,1
8689,1
8690,1
8691,1
8692,1
8693,1
8694,1
8695,1
8696,1
8697,1
8698,1
8699,1
8700,1
8701,1
8702,1
8703,1
8704,1
8705,1
8706,1
8707,1
8708,1
8709,1
8710,1
8711,1
8712,1
8713,1
8714,1
8715,1
8716,1
8717,1
8718,1
8719,1
8720,1
8721,1
8722,1
8723,1
8724,1
8725,0
8726,1
8727,0
8728,1
8729,1
8730,1
8731,0
8732,1
8733,1
8734,1
8735,1
8736,1
8737,1
8738,1
8739,1
8740,1
8741,1
8742,1
8743,1
8744,1
8745,0
8746,0
8747,0
8748,0
8749,1
8750,0
8751,1
8752,1
8753,1
8754,1
8755,1
8756,1
8757,1
8758,1
8759,1
8760,0
8761,1
8762,1
8763,0
8764,1
8765,1
8766,1
8767,1
8768,1
8769,1
8770,0
8771,1
8772,1
8773,0
8774,1
8775,1
8776,1
8777,1
8778,1
8779,0
8780,0
8781,1
8782,1
8783,1
8784,1
8785,1
8786,1
8787,1
8788,1
8789,1
8790,1
8791,1
8792,1
8793,1
8794,1
8795,1
8796,1
8797,1
8798,0
8799,0
8800,0
8801,0
8802,0
8803,1
8804,0
8805,0
8806,1
8807,0
8808,1
8809,0
8810,1
8811,1
8812,0
8813,0
8814,1
8815,1
8816,0
8817,1
8818,1
8819,0
8820,0
8821,0
8822,0
8823,0
8824,0
8825,1
8826,0
8827,1
8828,1
8829,0
8830,0
8831,1
8832,1
8833,0
8834,1
8835,1
8836,1
8837,1
8838,1
8839,1
8840,1
8841,1
8842,1
8843,1
8844,0
8845,0
8846,0
8847,0
8848,0
8849,1
8850,0
8851,1
8852,0
8853,1
8854,0
8855,0
8856,1
8857,1
8858,1
8859,1
8860,1
8861,1
8862,1
8863,1
8864,1
8865,0
8866,0
8867,0
8868,1
8869,0
8870,0
8871,0
8872,0
8873,0
8874,1
8875,1
8876,0
8877,0
8878,1
8879,1
8880,0
8881,0
8882,0
8883,1
8884,0
8885,0
8886,0
8887,0
8888,0
8889,1
8890,1
8891,1
8892,0
8893,0
8894,0
8895,0
8896,0
8897,0
8898,0
8899,0
8900,0
8901,0
8902,0
8903,0
8904,0
8905,0
8906,0
8907,1
8908,0
8909,1
8910,0
8911,1
8912,0
8913,0
8914,0
8915,1
8916,1
8917,1
8918,1
8919,1
8920,1
8921,0
8922,0
8923,0
8924,0
8925,1
8926,1
8927,1
8928,1
8929,1
8930,1
8931,1
8932,0
8933,0
8934,1
8935,1
8936,1
8937,1
8938,0
8939,0
8940,1
8941,1
8942,1
8943,1
8944,1
8945,1
8946,1
8947,1
8948,1
8949,1
8950,1
8951,1
8952,1
8953,1
8954,1
8955,1
8956,0
8957,0
8958,1
8959,1
8960,1
8961,1
8962,1
8963,1
8964,1
8965,1
8966,1
8967,1
8968,0
8969,0
8970,1
8971,1
8972,1
8973,1
8974,1
8975,1
8976,1
8977,1
8978,1
8979,1
8980,1
8981,1
8982,1
8983,1
8984,0
8985,0
8986,0
8987,1
8988,1
8989,1
8990,1
8991,1
8992,1
8993,1
8994,1
8995,1
8996,1
8997,1
8998,0
8999,0
9000,1
9001,1
9002,1
9003,1
9004,1
9005,1
9006,1
9007,1
9008,1
9009,1
9010,1
9011,1
9012,1
9013,1
9014,1
9015,1
9016,1
9017,1
9018,1
9019,1
9020,1
9021,1
9022,1
9023,1
9024,1
9025,1
9026,1
9027,0
9028,1
9029,1
9030,1
9031,1
9032,1
9033,1
9034,0
9035,1
9036,1
9037,1
9038,1
9039,1
9040,1
9041,0
9042,1
9043,1
9044,1
9045,1
9046,1
9047,1
9048,0
9049,1
9050,1
9051,1
9052,1
9053,1
9054,1
9055,1
9056,1
9057,1
9058,1
9059,1
9060,1
9061,1
9062,1
9063,1
9064,1
9065,1
9066,1
9067,1
9068,1
9069,1
9070,1
9071,1
9072,1
9073,1
9074,1
9075,1
9076,1
9077,1
9078,1
9079,1
9080,1
9081,1
9082,1
9083,1
9084,1
9085,1
9086,1
9087,1
9088,1
9089,1
9090,1
9091,1
9092,1
9093,1
9094,1
9095,1
9096,1
9097,1
9098,1
9099,1
9100,1
9101,1
9102,1
9103,1
9104,1
9105,1
9106,1
9107,1
9108,1
9109,1
9110,1
9111,1
9112,1
9113,1
9114,1
9115,1
9116,1
9117,1
9118,1
9119,1
9120,1
9121,1
9122,1
9123,1
9124,1
9125,1
9126,1
9127,1
9128,1
9129,1
9130,1
9131,1
9132,1
9133,1
9134,1
9135,1
9136,1
9137,1
9138,1
9139,1
9140,1
9141,1
9142,1
9143,1
9144,0
9145,1
9146,1
9147,1
9148,1
9149,1
9150,1
9151,1
9152,1
9153,1
9154,0
9155,0
9156,1
9157,0
9158,0
9159,0
9160,1
9161,1
9162,1
9163,0
9164,1
9165,1
9166,1
9167,1
9168,0
9169,1
9170,1
9171,1
9172,1
9173,1
9174,1
9175,0
9176,1
9177,1
9178,0
9179,1
9180,1
9181,0
9182,1
9183,1
9184,1
9185,1
9186,1
9187,1
9188,1
9189,1
9190,1
9191,0
9192,0
9193,0
9194,1
9195,1
9196,1
9197,0
9198,1
9199,1
9200,0
9201,1
9202,0
9203,1
9204,1
9205,1
9206,0
9207,1
9208,1
9209,0
9210,0
9211,1
9212,0
9213,1
9214,1
9215,0
9216,1
9217,1
9218,1
9219,0
9220,1
9221,1
9222,0
9223,1
9224,1
9225,1
9226,1
9227,1
9228,0
9229,1
9230,1
9231,0
9232,1
9233,1
9234,1
9235,1
9236,1
9237,1
9238,0
9239,1
9240,1
9241,0
9242,1
9243,0
9244,1
9245,1
9246,1
9247,1
9248,1
9249,0
9250,1
9251,1
9252,1
9253,1
9254,1
9255,0
9256,1
9257,0
9258,1
9259,1
9260,0
9261,1
9262,1
9263,1
9264,1
9265,1
9266,1
9267,1
9268,1
9269,1
9270,0
9271,1
9272,0
9273,1
9274,1
9275,0
9276,1
9277,0
9278,0
9279,0
9280,0
9281,1
9282,0
9283,1
9284,0
9285,1
9286,1
9287,1
9288,1
9289,1
9290,1
9291,1
9292,1
9293,1
9294,1
9295,1
9296,0
9297,1
9298,1
9299,1
9300,1
9301,1
9302,0
9303,0
9304,0
9305,1
9306,0
9307,1
9308,0
9309,1
9310,0
9311,1
9312,0
9313,1
9314,0
9315,1
9316,0
9317,1
9318,1
9319,1
9320,1
9321,1
9322,1
9323,1
9324,1
9325,1
9326,1
9327,1
9328,1
9329,1
9330,1
9331,1
9332,1
9333,1
9334,1
9335,1
9336,1
9337,1
9338,1
9339,1
9340,1
9341,1
9342,1
9343,1
9344,1
9345,1
9346,1
9347,1
9348,1
9349,1
9350,1
9351,1
9352,1
9353,1
9354,1
9355,1
9356,0
9357,0
9358,0
9359,0
9360,0
9361,0
9362,0
9363,0
9364,0
9365,0
9366,1
9367,1
9368,1
9369,1
9370,1
9371,1
9372,1
9373,1
9374,1
9375,1
9376,1
9377,1
9378,1
9379,1
9380,1
9381,1
9382,1
9383,1
9384,1
9385,1
9386,1
9387,1
9388,1
9389,1
9390,1
9391,1
9392,1
9393,1
9394,1
9395,1
9396,1
9397,1
9398,0
9399,0
9400,0
9401,0
9402,0
9403,0
9404,0
9405,0
9406,0
9407,1
9408,1
9409,1
9410,1
9411,1
9412,1
9413,1
9414,1
9415,1
9416,1
9417,1
9418,1
9419,1
9420,0
9421,0
9422,0
9423,1
9424,1
9425,1
9426,1
9427,1
9428,1
9429,1
9430,1
9431,1
9432,1
9433,1
9434,1
9435,1
9436,1
9437,1
9438,1
9439,1
9440,1
9441,1
9442,1
9443,1
9444,1
9445,1
9446,1
9447,1
9448,1
9449,0
9450,0
9451,1
9452,0
9453,1
9454,1
9455,1
9456,1
9457,1
9458,1
9459,1
9460,1
9461,1
9462,1
9463,1
9464,1
9465,1
9466,1
9467,1
9468,1
9469,1
9470,1
9471,0
9472,1
9473,0
9474,1
9475,0
9476,1
9477,0
9478,0
9479,0
9480,0
9481,0
9482,0
9483,0
9484,0
9485,0
9486,0
9487,0
9488,0
9489,0
9490,0
9491,0
9492,0
9493,0
9494,0
9495,0
9496,0
9497,0
9498,0
9499,0
9500,0
9501,0
9502,0
9503,0
9504,0
9505,0
9506,0
9507,0
9508,0
9509,0
9510,0
9511,0
9512,0
9513,0
9514,0
9515,0
9516,0
9517,0
9518,0
9519,0
9520,0
9521,0
9522,0
9523,0
9524,0
9525,0
9526,0
9527,0
9528,0
9529,0
9530,0
9531,0
9532,0
9533,0
9534,0
9535,0
9536,0
9537,0
9538,0
9539,0
9540,0
9541,0
9542,0
9543,0
9544,0
9545,0
9546,0
9547,0
9548,0
9549,0
9550,0
9551,0
9552,0
9553,0
9554,0
9555,0
9556,0
9557,0
9558,0
9559,0
9560,1
9561,1
9562,1
9563,1
9564,1
9565,1
9566,0
9567,1
9568,1
9569,1
9570,1
9571,0
9572,1
9573,1
9574,1
9575,0
9576,1
9577,1
9578,1
9579,1
9580,1
9581,1
9582,0
9583,1
9584,1
9585,0
9586,1
9587,1
9588,0
9589,1
9590,1
9591,1
9592,1
9593,1
9594,0
9595,1
9596,1
9597,1
9598,1
9599,1
9600,1
9601,1
9602,1
9603,1
9604,1
9605,1
9606,1
9607,1
9608,1
9609,1
9610,0
9611,1
9612,1
9613,0
9614,0
9615,1
9616,1
9617,0
9618,1
9619,0
9620,1
9621,1
9622,1
9623,1
9624,1
9625,0
9626,1
9627,1
9628,0
9629,1
9630,0
9631,0
9632,1
9633,1
9634,0
9635,0
9636,0
9637,0
9638,0
9639,1
9640,0
9641,0
9642,0
9643,0
9644,1
9645,0
9646,1
9647,0
9648,0
9649,0
9650,0
9651,0
9652,0
9653,0
9654,1
9655,0
9656,0
9657,0
9658,0
9659,0
9660,0
9661,0
9662,0
9663,0
9664,0
9665,0
9666,0
9667,0
9668,0
9669,0
9670,0
9671,0
9672,1
9673,0
9674,0
9675,0
9676,0
9677,0
9678,0
9679,0
9680,0
9681,0
9682,0
9683,0
9684,0
9685,0
9686,0
9687,1
9688,0
9689,0
9690,0
9691,1
9692,0
9693,0
9694,0
9695,0
9696,0
9697,0
9698,0
9699,1
9700,0
9701,0
9702,0
9703,1
9704,1
9705,1
9706,1
9707,1
9708,0
9709,1
9710,1
9711,1
9712,1
9713,1
9714,1
9715,1
9716,1
9717,1
9718,1
9719,1
9720,1
9721,1
9722,1
9723,1
9724,1
9725,1
9726,1
9727,1
9728,1
9729,1
9730,1
9731,1
9732,1
9733,1
9734,1
9735,1
9736,1
9737,1
9738,1
9739,1
9740,1
9741,1
9742,1
9743,1
9744,1
9745,1
9746,1
9747,1
9748,1
9749,1
9750,1
9751,1
9752,1
9753,1
9754,1
9755,1
9756,1
9757,1
9758,1
9759,1
9760,1
9761,1
9762,1
9763,1
9764,1
9765,1
9766,1
9767,1
9768,1
9769,1
9770,1
9771,1
9772,1
9773,1
9774,1
9775,0
9776,1
9777,1
9778,1
9779,1
9780,1
9781,1
9782,1
9783,1
9784,1
9785,0
9786,0
9787,0
9788,0
9789,1
9790,1
9791,1
9792,1
9793,1
9794,1
9795,1
9796,1
9797,1
9798,0
9799,0
9800,0
9801,0
9802,1
9803,1
9804,1
9805,1
9806,1
9807,1
9808,1
9809,0
9810,0
9811,1
9812,1
9813,1
9814,1
9815,1
9816,1
9817,1
9818,0
9819,0
9820,0
9821,0
9822,1
9823,1
9824,1
9825,1
9826,0
9827,1
9828,1
9829,1
9830,1
9831,0
9832,1
9833,1
9834,1
9835,1
9836,0
9837,1
9838,1
9839,0
9840,1
9841,0
9842,1
9843,1
9844,1
9845,1
9846,1
9847,1
9848,1
9849,1
9850,1
9851,1
9852,1
9853,1
9854,1
9855,1
9856,1
9857,1
9858,1
9859,1
9860,1
9861,1
9862,1
9863,1
9864,1
9865,1
9866,1
9867,1
9868,1
9869,1
9870,1
9871,1
9872,0
9873,1
9874,1
9875,1
9876,0
9877,1
9878,0
9879,1
9880,1
9881,1
9882,1
9883,1
9884,0
9885,0
9886,0
9887,1
9888,1
9889,1
9890,1
9891,1
9892,1
9893,1
9894,1
9895,1
9896,1
9897,0
9898,1
9899,1
9900,1
9901,1
9902,1
9903,0
9904,0
9905,0
9906,1
9907,1
9908,1
9909,1
9910,1
9911,1
9912,1
9913,1
9914,1
9915,1
9916,1
9917,1
9918,1
9919,1
9920,1
9921,1
9922,1
9923,1
9924,1
9925,1
9926,1
9927,1
9928,1
9929,1
9930,1
9931,1
9932,1
9933,1
9934,1
9935,0
9936,1
9937,0
9938,0
9939,1
9940,0
9941,1
9942,0
9943,0
9944,1
9945,0
9946,0
9947,1
9948,0
9949,0
9950,0
9951,0
9952,0
9953,0
9954,0
9955,0
9956,0
9957,1
9958,0
9959,0
9960,0
9961,0
9962,0
9963,0
9964,0
9965,0
9966,0
9967,0
9968,0
9969,0
9970,0
9971,1
9972,1
9973,1
9974,1
9975,1
9976,1
9977,1
9978,1
9979,1
9980,1
9981,1
9982,1
9983,1
9984,1
9985,1
9986,1
9987,0
9988,1
9989,0
9990,1
9991,1
9992,1
9993,1
9994,1
9995,1
9996,1
9997,1
9998,1
9999,1
10000,1
10001,1
10002,0
10003,1
10004,1
10005,1
10006,1
10007,1
10008,1
10009,1
10010,1
10011,1
10012,1
10013,1
10014,0
10015,0
10016,1
10017,1
10018,1
10019,1
10020,1
10021,1
10022,1
10023,1
10024,1
10025,1
10026,1
10027,1
10028,1
10029,1
10030,1
10031,0
10032,0
10033,1
10034,1
10035,0
10036,0
10037,0
10038,0
10039,0
10040,0
10041,0
10042,0
10043,0
10044,0
10045,0
10046,0
10047,0
10048,0
10049,0
10050,0
10051,0
10052,0
10053,0
10054,0
10055,0
10056,0
10057,0
10058,0
10059,0
10060,0
10061,0
10062,0
10063,0
10064,0
10065,0
10066,0
10067,0
10068,0
10069,0
10070,0
10071,0
10072,0
10073,0
10074,0
10075,0
10076,0
10077,0
10078,0
10079,0
10080,0
10081,0
10082,0
10083,0
10084,0
10085,0
10086,0
10087,0
10088,0
10089,0
10090,0
10091,0
10092,0
10093,0
10094,0
10095,0
10096,1
10097,1
10098,1
10099,0
10100,0
10101,1
10102,1
10103,1
10104,1
10105,1
10106,0
10107,0
10108,0
10109,0
10110,0
10111,1
10112,1
10113,1
10114,0
10115,0
10116,0
10117,0
10118,0
10119,0
10120,0
10121,0
10122,1
10123,1
10124,1
10125,0
10126,0
10127,1
10128,1
10129,1
10130,1
10131,1
10132,1
10133,1
10134,0
10135,0
10136,0
10137,0
10138,0
10139,1
10140,1
10141,1
10142,1
10143,0
10144,0
10145,1
10146,1
10147,1
10148,1
10149,1
10150,1
10151,1
10152,1
10153,1
10154,1
10155,1
10156,0
10157,1
10158,0
10159,1
10160,1
10161,1
10162,1
10163,1
10164,1
10165,1
10166,1
10167,1
10168,1
10169,1
10170,1
10171,1
10172,1
10173,1
10174,1
10175,1
10176,0
10177,1
10178,0
10179,1
10180,1
10181,1
10182,1
10183,1
10184,1
10185,0
10186,0
10187,0
10188,0
10189,0
10190,0
10191,0
10192,0
10193,0
10194,0
10195,1
10196,0
10197,0
10198,0
10199,1
10200,1
10201,1
10202,1
10203,1
10204,1
10205,1
10206,1
10207,0
10208,0
10209,1
10210,1
10211,1
10212,1
10213,1
10214,1
10215,1
10216,1
10217,1
10218,1
10219,1
10220,1
10221,1
10222,1
10223,1
10224,1
10225,1
10226,1
10227,1
10228,1
10229,0
10230,0
10231,1
10232,1
10233,0
10234,0
10235,0
10236,1
10237,1
10238,1
10239,1
10240,1
10241,1
10242,1
10243,1
10244,1
10245,1
10246,1
10247,1
10248,0
10249,0
10250,1
10251,1
10252,1
10253,1
10254,1
10255,1
10256,1
10257,1
10258,1
10259,1
10260,1
10261,1
10262,1
10263,1
10264,1
10265,1
10266,1
10267,1
10268,1
10269,1
10270,1
10271,1
10272,1
10273,1
10274,1
10275,1
10276,1
10277,1
10278,1
10279,1
10280,1
10281,1
10282,1
10283,0
10284,1
10285,0
10286,1
10287,1
10288,1
10289,1
10290,1
10291,1
10292,1
10293,1
10294,1
10295,1
10296,0
10297,0
10298,1
10299,1
10300,1
10301,1
10302,1
10303,1
10304,0
10305,0
10306,0
10307,0
10308,0
10309,0
10310,0
10311,1
10312,1
10313,0
10314,1
10315,1
10316,1
10317,1
10318,1
10319,1
10320,1
10321,1
10322,1
10323,1
10324,1
10325,1
10326,1
10327,1
10328,1
10329,1
10330,0
10331,0
10332,1
10333,1
10334,1
10335,1
10336,1
10337,1
10338,1
10339,0
10340,0
10341,1
10342,1
10343,1
10344,1
10345,1
10346,1
10347,0
10348,1
10349,1
10350,1
10351,1
10352,1
10353,1
10354,1
10355,1
10356,1
10357,1
10358,1
10359,1
10360,1
10361,0
10362,0
10363,0
10364,0
10365,0
10366,0
10367,0
10368,1
10369,1
10370,1
10371,1
10372,1
10373,1
10374,1
10375,1
10376,1
10377,1
10378,1
10379,1
10380,1
10381,0
10382,0
10383,1
10384,1
10385,0
10386,1
10387,0
10388,1
10389,0
10390,1
10391,1
10392,0
10393,0
10394,1
10395,0
10396,0
10397,0
10398,1
10399,0
10400,0
10401,1
10402,0
10403,0
10404,0
10405,0
10406,1
10407,0
10408,0
10409,1
10410,1
10411,0
10412,0
10413,0
10414,0
10415,0
10416,0
10417,0
10418,1
10419,1
10420,1
10421,1
10422,1
10423,1
10424,1
10425,1
10426,1
10427,1
10428,1
10429,1
10430,1
10431,0
10432,0
10433,1
10434,1
10435,1
10436,1
10437,1
10438,1
10439,1
10440,1
10441,1
10442,1
10443,1
10444,1
10445,1
10446,1
10447,1
10448,1
10449,1
10450,1
10451,1
10452,1
10453,1
10454,1
10455,1
10456,1
10457,1
10458,1
10459,1
10460,1
10461,1
10462,0
10463,0
10464,1
10465,1
10466,1
10467,1
10468,1
10469,1
10470,1
10471,1
10472,1
10473,1
10474,1
10475,1
10476,0
10477,0
10478,1
10479,1
10480,0
10481,0
10482,0
10483,0
10484,0
10485,0
10486,0
10487,0
10488,0
10489,1
10490,1
10491,0
10492,0
10493,0
10494,0
10495,0
10496,0
10497,0
10498,0
10499,0
10500,0
10501,0
10502,0
10503,0
10504,0
10505,0
